SITE DATA,,,,Identification,,,,,,,,,,,MEASUREMENTS,,,,,,,MISC SAMPLES,,,,,,,SWABS,,,,BLOOD,,,,,,,TEETH,,Notes,,ANESTHESIA,,,,,,Necropsy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNAlater (#),,,,PLAIN (#),,,,Aluminum (#),,,,,Teeth,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL17,240 Blue LFT,,,F,NL,,,,,300,20.5,128,60,30,,,y,,,,,,,0,2,2,,500,,,0,2,y,,n,NA, 99.6 (15:52); 100.7 (15:58); 102.3 (16:13),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL18,241 Blue RT,,,M,A,,,,,300,22.2,125,60.4,30.2,,,y,,,,,,,1,2,2,,500,,,0,2,y,,n,NA,97.6 (10:06); 98.9 (16:15); 100.5 (16:24),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL19,242 Blue RT,,,F,NL,,,,,330,20.5,124,59,33,,,y,,,,,,,0,2,2,,500,,,0,2,y,,n,NA,99.8 (16:19); 101.6 (16:27); 103 (16:39),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL2,209 Blue LFT,,,F,NL,,,,,330,19.5,123,50,36,,,y,,,,,,,0,2,2,,400,,,0,2,y,,y,NA,96.8 (8:08); sub 94 (8:18); sub 94 (8:51); 95.3 (12:15); 97.5 (1:23) 97.5 (17:25),NA,,y,0.04,0.5,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL20,244 Blue LFT,,,F,L,,,,,300,21.2,126,62.4,32.2,,,y,,,,,,,2,2,2,,400,,,0,2,y,,n,NA,100.5 (16:35); 102.2 (16:55); 101.9 (17:05),mother to KEL21,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL21,NA,,,F,J,,,,,50,96.8,65.6,38.5,17.7,,,y,,,,,,,0,0,2,,0,,,0,0,n,,n,NA,too small,juvenile to KEL20,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL22,243 Blue LFT,,,F,L,,,,,310,20.5,126,61,31,,,y,,,,,,,2,2,2,,500,,,0,2,y,,n,NA,97.7 (17:00); 200.5 (17:09); 99.2 (17:89),mother to KEL23,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL23,NA,,,M,J,,,,,110,15.5,91,39,26,,,y,,,,,,,0,0,2,,0,,,0,2,n,,n,NA,94.6 (17:49),juvenile to KEL22,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL24,245 Blue LFT,,,F,L,,,,,280,22.4,127,61.4,30.2,,,y,,,,,,,2,2,2,,700,,,0,2,y,,n,NA,106.6 (17:33); 101.8 (17:38); 100.1 (17:49),mother to KEL25,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL25,NA,,,F,J,,,,,70,12.6,77,37.5,21.8,,,y,,,,,,,2,0,2,,0,,,0,2,y,,n,NA,too small,juvenile to KEL24,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL26,246 Blue LFT,,,F,L,,,,,310,23.7,132,63.5,31.2,,,y,,,,,,,0,2,2,,700,,,0,2,y,,n,NA,96.4 (18:25); 97.7 (18:21); 97.9 (18:37),mother to KEL27,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL27,NA,,,M,J,,,,,90,122.8,75,36.4,19.8,,,y,,,,,,,2,2,2,,0,,,0,2,n,,n,NA,too small,juvenile to KEL26,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL3,226 Blue RT,,,M,A,,,,,360,17.9,131.2,67.7,25,,,y,,,,,,,0,2,2,,500,,,0,2,y,,n,NA,97.2 (9:09); 97.7 (9:23); 98.2 (9:32),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL4,227 Blue LFT,,,F,NL,,,,,300,19.5,127,59.3,18.4,,,y,,,,,2,,0,2,2,,800,,,0,2,y,,n,NA,96.6 (9:40); 98.2 (10:02),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL5,228 Blue LFT,,,F,NL,,,,,350,21,124,61,29,,,y,,,,,,,2,2,2,,600,,,0,2,y,,n,NA,94.5 (10:22); 96.9 (10:31); 97.8 (10:37),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL6,229 Blue LFT,,,F,NL,,,,,310,23.5,135,64.5,27.2,,,y,,,,,,,0,2,2,,500,,,0,2,y,,n,NA,97.4 (10:48); 101.5 (11:11),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL7,230 Blue RT,,,M,A,,,,,360,22,121,61,33,,,y,,,,,,,2,2,2,,500,,,0,2,y,,n,NA,97.5 (11:29); 97.7 (11:36); 97.8 (11:41),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL8,231 Blue LFT,,,F,NL,,,,,260,17.2,121.8,60.3,27.1,,,y,,,,,,,0 + PBS/BSA,2,2,,600,,,0,2,y,,n,NA,96.4 (11:49); 97.5 (12:00); 98.6 (12:08),NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB, CR, Dada",11/26/13,1,Eidolon dupreanum,KEL9,232 Blue LFT,,,F,NL,,,,,310,22.5,123,57,26,,,y,,,,,,,2,2,2,,1000,,,0,2,y,,n,NA,97.6 (12:33); 97.9 (12:43); ,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,
Marovitsika,CR,2/19/14,1,Pteropus rufus,MAR014,G315,,,M,J,,,,,310,21,140,67,27,,,y,,,,,,,1 (all VTM),2  (all VTM),2 (all VTM),,500,,,0,2,y,,n,NA,98(8:00);98.9(8:12);98.5(8:24),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,2/20/14,2,Pteropus rufus,MAR015,G316,,,F,NL,,,,,380,23,145,65,32,,,y,,,,,,,2 (all VTM),2  (all VTM),2 (all VTM),,600,,,0,2,y,,n,NA,98.4(8:31);99.7(8:49);100.5(8:56),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,2/22/14,3,Pteropus rufus,MAR016,G317,,,M,A,,,,,420,24,144,67,30,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,500,,,0,2,y,,n,NA,99.4(8:09);100.1(8:27);101.5(8:39),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/5/14,1,Pteropus rufus,MAR017,G318,,,M,A,,,,,550,23,160,75,25,,,y,,,,,,,0,0,0,,300,,,0,2,y,,n,NA,99.4(9:00);98.4(9:30),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/5/14,1,Pteropus rufus,MAR018,G319,,,M,A,,,,,700,25,165,80,30,,,y,,,,,,,0,0,0,,400,,,0,2,y,,n,NA,99.8(9:35);100.4(10:00),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/5/14,1,Pteropus rufus,MAR019,G320,,,M,A,,,,,720,25,170,75,30,,,y,,,,,,,0,0,0,,400,,,0,2,y,,n,NA,98.4(10:00);99.6(10:15),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/6/14,2,Pteropus rufus,MAR020,R407,,,M,A,,,,,780,30,165,80,35,,,y,,,,,,,0,0,0,,400,,,0,2,y,,n,NA,98.5(8:30);100(8:47),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/6/14,2,Pteropus rufus,MAR021,R408,,,M,A,,,,,820,30,175,85,35,,,y,,,,,,,0,0,0,,200,,,0,2,y,,n,NA,99.6(8:55);101.5(9:10),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/6/14,2,Pteropus rufus,MAR022,G321,,,M,A,,,,,540,26.5,160,80,30,,,y,,,,,,,0,0,0,,400,,,0,2,y,,n,NA,97.7(9:17);99.1(9:27),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
Marovitsika,CR,3/6/14,2,Pteropus rufus,MAR023,G322,,,F,NL,,,,,600,27.5,165,80,35,,,y,,,,,,,0,0,0,,400,,,0,2,y,,n,NA,98.4(9:35);100.2(9:50),,,NA,NA,,,NA,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB31,B247,,,M,A,,,,,330,20.5,120,60,33,,,y,,,,,,,0,2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,95.9(2:43);95.5(3:00) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB32,B246,,,F,NL,,,,,390,23,130,65,33,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,100.9(3:14);100.7(3:23) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB33,B248,,,F,NL,,,,,310,22,125,60,31,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,97.3(3:40);97.9(3:54) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB34,B249,,,M,A,,,,,350,21,125,63,27,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,200,,,0,2,y,,n,NA,95.8(4:00);96.9(4:10) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB35,B250,,,M,A,,,,,360,23.5,130,65,34,,,y,,,,,,,0,2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,101.1(4:25);101.8(4:38) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB36,B251,,,F,NL,,,,,320,22.5,125,63,32,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,101.1(4:51);102.9(5:02) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/19/14,1,Eidolon dupreanum,ANGB37,B252,,,F,NL,,,,,360,22,135,65,30,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,200,,,0,2,y,,n,NA,98(5:11);100(5:31) pm,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/20/14,2,Eidolon dupreanum,ANGB38,B253,,,F,NL,,,,,300,22,120,60,32,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,200,,,0,2,y,,n,NA,97.5(9:13);100.5(9:29) am,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/20/14,2,Eidolon dupreanum,ANGB39,B254,,,M,A,,,,,360,23,130,60,30,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,97.7(9:42);100.9(9:54) am,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/20/14,2,Eidolon dupreanum,ANGB40,B255,,,F,NL,,,,,320,23,130,64,32,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,97.5(10:05);99.3(10:19) am,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
AngavoBe,CR,3/20/14,2,Eidolon dupreanum,ANGB41,B256,,,F,NL,,,,,290,21,125,60,30,,,y,,,,,,,2 (all VTM),2 (all VTM),2 (all VTM),,300,,,0,2,y,,n,NA,97.5(10:35);98.1(10:46) am,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Eidolon dupreanum,EMA1,Blue 257 R,,,M,A,,,,,315,21.5,136,68.6,34.3,,,Y,"2, RNAlater + EtOH",1,,0,9,,3,2,2,,300,,,1,2,Y,,Y (BROKEN),,100.1 (15:23); 98.6 (15:32); 98.0 (15:40); 98.1 (15:46),,,Y,0.04,6,20,15:22 start anesthesia at 5% halothane; 15:39 deliver metacam; 15:40 deliver LA-200,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Eidolon dupreanum,EMA2,Blue 258 R,,,M,A,,,,,270,22,127.4,66.7,34.3,,,Y,"2, RNAlater + EtOH",0,,0,1,,1,2,2,,400,,,1,2,Y,,Y (BROKEN but possibly intact),,105 (15:51); 101.5 (15:37); 97.5 (16:08),,,Y,0.04,6,20,15:45 start anesthesia at 5% halothane; 16:10 deliver metacam and LA-200,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Eidolon dupreanum,EMA3,NA,,,M,A,,,,,290,19.1,132.2,66.6,32.3,,,Y,"2, RNAlater + EtOH",0,,0,0,,0,0,0,,200,,,1,2,Y,,Y (5),,NA,Dead in bag (likely from heat) prior to processing,,Y,0.04,6,,,,"2 spleen, 2 liver, 2 kidney, 2 brain (all in RNAlater + PLAIN)",,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH1,Red 409 L,,,F,NL,,,,,590,25.2,166,75,26.5,,,Y,"2, RNAlater + EtOH",1,,0,0,,2,2,2,,500,,,1,2,Y,,N,,97.7 (9:11); 99.1 (9:23); 98.1 (9:30),Pteropus bat was housed in same bag as Eidolon; bat fly likely came from the Eidolon,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH2,Red 410 R,,,M,A,,,,,590,30,166,84.3,29.15,,,Y,"2, RNAlater + EtOH",0,,0,0,,2,2,2,,600,,,1,2,Y,,N,,98.6 (10:09); 99.8 (10:20); 99.5 (10:28),,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH3,Red 411 R,,,M,J,,,,,400,23.7,105,77,30.2,,,Y,"2, RNAlater + EtOH",0,,0,0,,2,2,2,,500,,,1,3,Y,,N,young,100.7 (10:45); 100.5(11:00); 101.3 (11:08),Teeth look young,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH4,Red 412 L,,,F,NL,,,,,530,24.5,160,78.1,34.3,,,Y,"2, RNAlater + EtOH",0,,0,0,,2,2,2,,750,,,1,2,Y,,N,,98.9(11:17); 102.5 (11:28); 103(11:37); 101.2 (11:42),,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH5,Red 413 L,,,F,NL,,,,,660,23.6,160,88.5,28.1,,,Y,"2, RNAlater + EtOH",0,,0,0,,3,2,2,,700,,,1,3,Y,,N,,99.7 (11:55); 101.1 (12:09); 102.5 (12:14),Likely pregant; large belly,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH6,Red 414 L,,,F,NL,,,,,510,26.4,168,82.3,34.4,,,Y,0,0,,0,0,,2,2,2,,500,,,1,2,Y,,Y,,100.4(13:49); 100.1 (13:58); 98.6 (14:00); 100.2 (14:03); 97.6(14:05); 97.7 (14:10),,,Y,0.04,6,20,13:50 start anesthesia at 5% halothane; 13:51 lower to 2.5; 14:05 awake; 14:09 delivered LA-200; 14:10 delivered metacam,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH7,Red 415 R,,,M,A,,,,,470,23.5,160,80.1,40.6,,,Y,0,0,,0,0,,2,2,2,,500,,,1,2,Y,,Y(5),,97.8 (14:15); 98.8 (14:22); 98.8 (14:27); 99 (14:31); 99.4 (14:38),Died overnight; took tissue samples + 4 canine teeth,,Y,0.04,6,21,14:19 start anesthesia; 14:40 admin LA-200 + metacam,,"2 spleen, 2 liver, 2 kidney, 2 brain (all in RNAlater + PLAIN)",,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/13/14,1,Pteropus rufus,MAH8,Red 416 R,,,M,A,,,,,580,26.5,165,79.1,29.2,,,Y,0,0,,0,0,,2,2,2,,500,,,1,2,Y,,Y(4),,100.7 (14:49); 100.4 (14:56); 99.4 (15:01); 101.8 (15:12),Died after anesthesia; took tissue samples + 3 additional canine teeth,,Y,0.04,6,,14:50 start anesthesia at 5% halothane,,"2 spleen, 2 liver, 2 kidney, 2 brain (all in RNAlater + PLAIN)",,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA10,Blue 266 L,,,F,NL,,,,,240,17.4,121.8,58.3,22.9,,,Y,0,6,,0,5,,2,2,2,,1000,,,1,2,Y,,N,,101.3 (14:43); 102.2 (15:03),Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA11,Blue 267 R,,,M,A,,,,,230,19.4,123.9,57.3,28.1,,,Y,0,2,,0,3,,2,2,2,,500,,,1,2,Y,,N,,98.6 (15:09); 101.5 (15:18); 103.4 (15:26),Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA12,NA,,,F,NL,,,,,290,20.8,130.1,61.4,29.2,,,Y,"2, RNAlater + EtOH",0,,0,0,,2,2,2,,1000,,,1,3,Y,,Y(4),,NA,Animal had broken wing with bone protruding from hunter capture. Euthanized at 15:45 via cervical dislocation under halothane anesthesia after blood and swab sampling,,Y,,,,,,"2 spleen, 2 liver, 2 kidney, 2 brain (all in RNAlater + PLAIN)",,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA4,Blue 260 L,,,F,NL,,,,,220,17,108.65,58.3,30.2,,,Y,0,7,,many,0,,2,2,2,,450,,,1,2,Y,,Y,,97.4 (9:33); 97.1 (9:37); 97.1 (9:42); 97.6 (9:46); 101.2 (9:59),Fed with sugar water after processing,,Y,0.025,3,,anesthesia performed; no notes,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA5,Blue 262 R,,,M,A,,,,,230,19,121.8,59.3,25,,,Y,0,3,,0,3,,2,2,2,,500,,,1,2,Y,,Y,,97.5 (10:07); 97.7 (10:10); 97 (10:20); 96.9 (10:23); 96.8 (10:25); 97.3 (10:31),Fed with sugar water after processing,,Y,0.025,3,25,10:08 start anesthesia at 4% halothane; 10:27 deliver LA-200 and metacam,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA6,Blue 261 L,,,F,NL,,,,,210,18.1,118.7,54.1,30.2,,,Y,0,6,,0,0,,2,2,2,,400,,,1,2,Y,,Y,,97.3 (10:39); 97.7 (10:42); 97.4 (10:49); 97.3 (10:52); 97.2 (11:03); 97.3 (11:11),Fed with sugar water after processing,,Y,0.025,3,45,10:40 start anesthesia at 4% halothane; deliver LA-200 at 10:53; 11:25 deliver metacam,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA7,Blue 263 R,,,M,A,,,,,240,20,125,59.4,30.2,,,Y,0,1,,0,7,,3,2,2,,500,,,1,2,Y,,Y,,98.5 (11:39); 98.7 (11:49); 98.8 (11:55); 97.8 (12:05); 97.7 (12:13); 97.6 (12:22); 101.2 (12:37),Fed with sugar water after processing,,Y,0.025,3,,anesthesia performed; no notes,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA8,Blue 264 R,,,M,A,,,,,220,18.2,116.6,56.2,24.9,,,Y,"2, RNAlater + EtOH",2,,0,10,,1,2,2,,#N/A,,,1,3,Y,,N,,102 (15:33); 102.6 (13:38); 100.7 (13:52),Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Eidolon dupreanum,EMA9,Blue 265 L,,,F,NL,,,,,240,18.3,127,52.2,26,,,Y,"2, RNAlater + EtOH",1,,0,10,,2,2,2,,1000,,,1,2,Y,,N,,100.8 (14:05); 105.2 (14:25); 102.9 (14:32),Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/14/14,2,Pteropus rufus,MAH9,Red 417 L,,,F,NL,,,,,555,27,175,88.5,36.5,,,Y,0,0,,0,0,,2,2,2,,500,,,1,2,Y,,Y,,100.6 (8:56); 97.4 (9:06); 97.2 (9:12),Fed with sugar water after processing,,Y,0.03,4,,9:00 start anesthesia at 5% halothane,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR",7/16/14,3,Pteropus rufus,MAH 10,Red 419 L,,,M,A,,,,,590,26.3,170,91.6,36.4,,,Y,0,0,,0,0,,2,2,2,,1000,,,1,2,Y,,Y,Teeth look old.,100.2 (10:55); 101.1 (10:59); 99.1 (11:05); 98.6 (11:07); 97.8 (11:12); 97.7 (11:22); 97.7 (11:32),Fed with sugar water after processing,,Y,0.03,0.4cc,44,10:56 start anesthesia at 5% halothane; 10:58 animal out; 11:00 reduce to 2.5% halothane; 11:04 off anesthesia for tooth extraction; 10:30 4cc LA-200 administered; 11:40 off anesthesia; anesthesia on/off 11 times; 11:42 0.03cc metacam.,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Eidolon dupreanum,EMA 13,Blue 268 R,,,M,A,,,,,310,21.8,130.1,59.3,22.9,,,Y,0,2 (1 frozen),,0,8,,2,2,2,,600,,,1,3,Y,,N,Teeth look very young.,"99.6 (8:34); 100.4 (8:40), WATER BATH (841) ; 100.7 (8:49).",1 Batfly frozen in cryogenic vial; Housed with P. Rufus prior to processing; Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Eidolon dupreanum,EMA 14,Blue 269 R,,,M,A,,,,,270,19.5,130.1,60.4,31.2,,,Y,0,1,,0,3,,4,2,2,,300,,,1,2,Y,,Y,Teeth look young.,99.3 (9:06); 98.9 (9:08); 97.7 (9:15); 97.2 (9:20); 96.7 (9:26); 96.6 (9:29); 96.6 (9:36); 96.7 (9:41); 96.9 (9:45).,Housed with P. Rufus prior to processing; Fed with sugar water after processing,,Y,0.025,0.3cc,38,"9:06 start anesthesia at 4% halothane, 0.7 oxygen; 9:07 lower dose to 2.5% halothane; completely unconscious at 9:08; anesthesia off at 9:10; anesthesia on at 9:11 at 4% halothane; LA-200 administered at 9:13; anesthesia off at 9:24; on at 9:38 at 3.5% halothane; off at 9:39; metacam administered at 9:43.",,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 11,Red 420 R,,,M,A,,,,,650,25.7,174.8,83.2,42.3,,,Y,0,2 (1 frozen),,0,0,,2,2,2,,500,,,1,2,Y,,Y,Medium wear.,99.3 (9:52); 99.1 (9:55); 99.3 (10:01); 98.4 (10:08); 98.6 (10:13); 98.6 (10:18); 99.0 (10:22); 99.1 (10:29); 99.1 (10:35).,1 Batfly frozen in cryogenic vial; Housed with E. Dupreanum prior to processing; Agitated; Fed with sugar water after processing.,,Y,0.03,0.4cc,40,"9:56 start anesthesia at 5% halothane, 0.7 oxygen; anesthesia off at 9:58; anesthesia on at 9:59 at 5% halothane; LA-200 administered at 10:03; anethesia off at 10:04; anesthesia on at 10:09 at 4% halothane; increased to 5% halothane at 10:11; off at 10:13; on at 10:20 at 5% halothane; 10:24 off; 10:29 on; 10:31 off; 10:34 metacam administered. ",,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 12,Red 421 L,,,F,NL,,,,,600,25.1,169,86.4,40.6,,,Y,0,2,,0,0,,2,2,2,,500,,,1,2,Y,,Y,Medium wear.,99.3 (10:42); 98.5 (10:52); 98.8 (10:57); 99.1 (11:02); 99.5 (11:06).,Housed with E. Dupreanum prior to processing; Likely Pregnant; Fed with sugar water after processing,,Y,0.03,0.4cc,51,"10:43 start anesthesia at 5% halothane; 10:47 anesthesia off; 10:51 on, halothane at 4%; 10:53 off; 10:57 on, halothane at 5%; LA-200 administered at 10:59; anesthesia off at 11:00; 11:05 on, halothane at 5%; 10:24 off; 10:29 on, halothane at 5%; 10:31 off; metacam delivered at 10:34. ",,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 13,Red 422 L,,,F,NL,,,,,600,22.4,164,72.9,39.6,,,Y,0,1,,0,0,,2,2,2,,500,,,1,2,Y,,Y,Medium wear.,101.0 (11:20); 98.7 (11:27); 99.1 (11:32); 99.9 (11:37); 100.1 (11:42); 100.4 (11:47); 101.1 (11:52).,Housed with E. Dupreanum prior to processing; Likely pregnant; Fed with sugar water after processing,,Y,0.03,0.4cc,30,"11:19 start anesthesia, halothane at 5%; 11:21 anesthesia off; 11:25 anesthesia on at 4%; 11:28 off; 11:32 on, halothane at 5%; LA-200 administered at 11:34, anesthesia off; 11:38 on, halothane at 4%; 11:41 off; 11:46 on, halothane at 5%; 11:48 off; Metacam administered at 11:53.",,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 14,Red 418 R,,,M,A,,,,,450,24,149,76.9,34.7,,,Y,0,0,,0,1,,2,2,2,,800,,,1,2,Y,,N,Teeth look young.,101.3 (13:38); 101.8 (13:43) WATER BATH; 102.3 (13:51) WATER BATH.,Housed with E. Dupreanum prior to processing; Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 15,Red 423 L,,,F,NL,,,,,610,24.8,166,71,38.1,,,Y,0,0,,0,0,,2,2,2,,1000,,,1,2,Y,,N,Heavy wear.,101.1 (13.59); 100.9 (14:11).,Housed with E. Dupreanum prior to processing; Older-looking; Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
Mahabo,"CB, CR, YL",7/18/14,4,Pteropus rufus,MAH 16,Red 424 L,,,F,NL,,,,,520,23,159,76.1,31.1,,,Y,0,2,,0,1,,2,2,2,,500,,,1,2,Y,,N,Teeth look old.,101.1 (14.24); 100.6 (14.32); 102.2 (14:40) WATER BATH.,Housed with E. Dupreanum prior to processing; Fed with sugar water after processing,,,,,,,,0,,,,,,,,,,,,,,,
